post_id	page_type	missing	uploads	external	title	wayback_url
5275	other	1	1	0	Firefox OS App 開發入門 (1)：打造絕佳 HTML5 App 的要素	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5275
5283	other	1	1	0	Firefox OS App 開發入門 (2)：Manifest 檔案	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5283
5355	other	8	8	0	淺談 Firefox 30 開發者工具	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5355
5383	other	1	1	0	Mozilla 持續向前	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5383
5388	other	1	1	0	Firefox OS App 開發入門 (7)：Web Activities	https://web.archive.org/web/20190825004817id_/https://blog.mozilla.com.tw/?p=5388
5424	other	1	1	0	募集強大的 Web App 開發工具	https://web.archive.org/web/20190825004817id_/https://blog.mozilla.com.tw/?p=5424
5491	other	2	2	0	Mozilla 發表全新改版 Firefox	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5491
5493	other	2	2	0	Mozilla 同步發表具高度自訂功能的 Firefox for Android	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5493
5519	other	2	1	1	最新版 Firefox 提升的 asm.js 效能讓遊戲飛也似的執行！	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5519
5565	other	1	1	0	Firefox Sync 的新安全模式	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5565
5579	other	1	1	0	DRM 與 Mozilla 服務之間的兩難	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5579
5589	other	7	7	0	淺談 Firefox 31 開發者工具	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5589
5663	other	1	1	0	用 TogetherJS 與 CreateJS 開發多人遊戲 (上)	https://web.archive.org/web/20190825002545id_/https://blog.mozilla.com.tw/?p=5663
5714	other	1	1	0	透過 Firefox Nightly 體驗 WebRTC	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5714
5720	other	1	1	0	把開放源碼當做自己創業 (上)	https://web.archive.org/web/20190825002545id_/https://blog.mozilla.com.tw/?p=5720
5740	other	2	2	0	Firefox OS 合作版圖再下一城	https://web.archive.org/web/20190824011311id_/https://blog.mozilla.com.tw/?p=5740
5756	other	1	1	0	透過 Firefox 隨時知曉你正關心的大小事	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5756
5821	other	11	11	0	淺談 Firefox 32 開發者工具	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5821
5836	other	1	1	0	美國總統歐巴馬 (Obama) 宣佈 Mozilla Maker Party 2014 正式開始	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5836
5846	other	5	3	2	介紹 Firefox 開發者工具之 Web Audio 編輯器	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5846
5858	other	1	1	0	Mozilla 宣佈建構新的線上社群平台	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5858
5876	other	1	1	0	ServiceWorkers 與 Firefox	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5876
5927	other	1	1	0	提升 JPEG 圖像編碼作業	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5927
5952	other	1	1	0	Mozilla 率先開發之技術首次應用於 Web 商業遊戲	https://web.archive.org/web/20190825003535id_/https://blog.mozilla.com.tw/?p=5952
5978	other	1	1	0	Firefox for Android 測試版更能輕鬆自訂 Web 經驗	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=5978
6024	other	1	1	0	強化 Firefox 的惡意程式偵測功能	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6024
6031	other	4	4	0	HTML5 遊戲開發資源 (上)	https://web.archive.org/web/20190825003535id_/https://blog.mozilla.com.tw/?p=6031
6072	other	5	5	0	淺談 Firefox 33 開發者工具	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6072
6084	other	10	3	7	用 mozjpeg 產生高效率的 JPEG	https://web.archive.org/web/20190823235633id_/https://blog.mozilla.com.tw/?p=6084
6092	other	1	1	0	Firefox Marketplace：付款服務狀態	https://web.archive.org/web/20190823235633id_/https://blog.mozilla.com.tw/?p=6092
6098	other	1	1	0	『Firefox 愛在鵲橋 狐你幸福』活動得獎名單公告	https://web.archive.org/web/20190825001612id_/https://blog.mozilla.com.tw/?p=6098
6147	other	1	0	1	Firefox OS 智慧型手機將改變印度的行動生態	https://web.archive.org/web/20190824011311id_/https://blog.mozilla.com.tw/?p=6147
6166	other	3	3	0	為 Firefox OS 打造 Firefox 瀏覽器 (中)	https://web.archive.org/web/20190825004626id_/https://blog.mozilla.com.tw/?p=6166
6243	other	1	1	0	協助測試 Firefox Beta 中的 WebRTC 通訊功能	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6243
6296	other	1	0	1	建構互動的 HTML5 影片	https://web.archive.org/web/20190825004626id_/https://blog.mozilla.com.tw/?p=6296
6324	other	1	1	0	「PhoneGap Developer」支援 Firefox OS 搶先看	https://web.archive.org/web/20190825004626id_/https://blog.mozilla.com.tw/?p=6324
6333	other	7	7	0	淺談 Firefox 34 開發者工具	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6333
6359	other	1	1	0	以 Firefox 附加元件跨裝置與瀏覽器開發 Web	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6359
6367	other	5	0	5	如何切換在 Firefox 中的 PDF 檢視器	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6367
6413	other	1	1	0	該如何寫出更好的軟體？─ 系列訪談之二 (上)	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6413
6429	other	1	1	0	該如何寫出更好的軟體？─ 系列訪談之二 (下)	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6429
6532	other	1	1	0	OpenH264 現已進入 Firefox	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6532
6648	other	1	1	0	首款開發者專屬瀏覽器即將登場	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6648
6679	other	1	1	0	首款專為開發者打造的瀏覽器：Firefox 開發者版本	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6679
6715	other	1	1	0	祝賀 Firefox 的十年	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6715
6757	other	6	6	0	Firefox 新搜尋策略：強化選擇與創新	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6757
6775	other	1	1	0	Mozilla 現在接受比特幣捐款	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6775
6824	other	1	1	0	更輕鬆使用自動補完函式庫 (Polyfill)	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6824
6841	other	1	1	0	Mozilla 與 Telenor 宣佈設立 WebRTC Competency Center	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6841
6912	other	1	1	0	愛立信 (Ericsson) 現讓 OpenWebRTC 與 Firefox 可互相溝通	https://web.archive.org/web/20190919110902id_/https://blog.mozilla.com.tw/?p=6912
6965	other	2	2	0	運用 Emscripten 移植遊戲 (下)	https://web.archive.org/web/20190919102237id_/https://blog.mozilla.com.tw/?p=6965
6985	other	1	1	0	Firefox Hello 讓視訊電話就如同當面交談一樣簡單	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6985
6988	other	1	1	0	Mozilla Science Lab 獎學金方案開跑	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=6988
7129	other	1	1	0	到 MWC 2015 體驗最新 Firefox OS 裝置並了解 Mozilla 的關鍵下一步	https://web.archive.org/web/20200927101042id_/https://blog.mozilla.com.tw/?p=7129
7152	other	2	0	2	「絲綢」專案 (下)	https://web.archive.org/web/20190825011841id_/https://blog.mozilla.com.tw/?p=7152
7187	other	1	1	0	2015 Mozilla 校園徵才博覽會 等你來相會！	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=7187
7194	other	5	5	0	淺談 Firefox 38 開發者工具	https://web.archive.org/web/20201231235959id_/https://blog.mozilla.com.tw/?p=7194
7241	other	1	1	0	asm.js 在多家瀏覽器上的效能均有斬獲 (上)	https://web.archive.org/web/20190825011841id_/https://blog.mozilla.com.tw/?p=7241
7243	other	1	0	1	asm.js 在多家瀏覽器上的效能均有斬獲 (下)	https://web.archive.org/web/20190825012056id_/https://blog.mozilla.com.tw/?p=7243
7250	other	1	1	0	與 Combain 合作完善 Mozilla 的定位服務	https://web.archive.org/web/20190825012056id_/https://blog.mozilla.com.tw/?p=7250
7258	other	1	0	1	MDN 研究方案開跑	https://web.archive.org/web/20190825001038id_/https://blog.mozilla.com.tw/?p=7258
7284	other	3	1	2	SVG 圖像最佳化	https://web.archive.org/web/20191113174006id_/https://blog.mozilla.com.tw/?p=7284
7331	other	1	1	0	你的開發者工具還缺哪些功能呢？	https://web.archive.org/web/20191113172335id_/https://blog.mozilla.com.tw/?p=7331
7360	other	6	6	0	Pixel Perfect 2：Firefox 開發者工具擴充套件	https://web.archive.org/web/20191113180146id_/https://blog.mozilla.com.tw/?p=7360
7370	other	2	2	0	用 Device Orientation 與 Vibration API 開發行動版遊戲	https://web.archive.org/web/20191019115006id_/https://blog.mozilla.com.tw/?p=7370
7378	other	3	2	1	淺談 Firefox 39 開發者工具	https://web.archive.org/web/20191113171146id_/https://blog.mozilla.com.tw/?p=7378
7423	other	1	0	1	Firefox OS 動畫原力的黑暗面	https://web.archive.org/web/20190824002808id_/https://blog.mozilla.com.tw/?p=7423
7474	other	2	2	0	Firefox 開發者工具擴充套件：RDP Inspector	https://web.archive.org/web/20191113171059id_/https://blog.mozilla.com.tw/?p=7474
7575	other	2	2	0	來充電吧：Battery Status API 的更新消息	https://web.archive.org/web/20190825001002id_/https://blog.mozilla.com.tw/?p=7575
7619	other	2	2	0	Trainspotting 系列文章：Firefox 39	https://web.archive.org/web/20190825004121id_/https://blog.mozilla.com.tw/?p=7619
7655	other	4	0	4	淺談 Firefox 41 開發者工具	https://web.archive.org/web/20190825004121id_/https://blog.mozilla.com.tw/?p=7655
7690	other	1	1	0	歡慶 MDN 為大家記錄 Web 十年有成	https://web.archive.org/web/20190825010819id_/https://blog.mozilla.com.tw/?p=7690
7714	other	3	3	0	如何於 Windows 10 中重設或選擇 Firefox 為預設瀏覽器	https://web.archive.org/web/20191019115221id_/https://blog.mozilla.com.tw/?p=7714
7719	other	1	1	0	給微軟執行長的一封公開信：請別在選擇與控制權上走回頭路	https://web.archive.org/web/20191019115239id_/https://blog.mozilla.com.tw/?p=7719
7784	other	1	0	1	Mozilla Webmaker 與大家見面	https://web.archive.org/web/20190825010819id_/https://blog.mozilla.com.tw/?p=7784
7832	other	1	0	1	淺談 Firefox 42 開發者工具	https://web.archive.org/web/20190825011727id_/https://blog.mozilla.com.tw/?p=7832
8084	other	1	1	0	檢測網站的安全性與隱私設定	https://web.archive.org/web/20190824010456id_/https://blog.mozilla.com.tw/?p=8084
8103	other	1	0	1	淺談 Firefox 44 開發者工具	https://web.archive.org/web/20191019115145id_/https://blog.mozilla.com.tw/?p=8103
8121	other	2	2	0	整合 Firebug 與開發者工具	https://web.archive.org/web/20191019125404id_/https://blog.mozilla.com.tw/?p=8121
8171	other	5	5	0	MozFest 2015：為 Open Web 團結社群並串連領袖	https://web.archive.org/web/20191212145759id_/https://blog.mozilla.com.tw/?p=8171
8200	other	1	1	0	用 Firefox 及其他瀏覽器開拓 Web 的力量	https://web.archive.org/web/20191019121139id_/https://blog.mozilla.com.tw/?p=8200
8208	other	1	1	0	Firefox 的新記憶體工具	https://web.archive.org/web/20191019123419id_/https://blog.mozilla.com.tw/?p=8208
8212	other	1	1	0	透過 WebExtensions 將 Chrome 的擴充套件移植到 Firefox 上使用	https://web.archive.org/web/20190919103533id_/https://blog.mozilla.com.tw/?p=8212
8226	other	1	1	0	為大家更新 Web Components 與 Firefox 的消息	https://web.archive.org/web/20191019120028id_/https://blog.mozilla.com.tw/?p=8226
8246	other	1	1	0	Focus by Firefox – 為 Open Web 打造的內容攔截功能	https://web.archive.org/web/20190919110411id_/https://blog.mozilla.com.tw/?p=8246
8249	other	2	2	0	Focus by Firefox ─ iOS 專用內容攔截功能	https://web.archive.org/web/20191019131436id_/https://blog.mozilla.com.tw/?p=8249
8267	other	1	1	0	Firefox 隱私瀏覽模式可讓你進一步掌握己身資料	https://web.archive.org/web/20191019123753id_/https://blog.mozilla.com.tw/?p=8267
8271	other	1	1	0	現已釋出 Windows 適用的 Firefox 64 位元版本	https://web.archive.org/web/20190825010829id_/https://blog.mozilla.com.tw/?p=8271
8275	other	2	2	0	從 Game Jam 到行動裝置與 Firefox OS	https://web.archive.org/web/20191019115049id_/https://blog.mozilla.com.tw/?p=8275
8356	other	2	2	0	為 Firefox OS 電視打造遊戲 (上)	https://web.archive.org/web/20191019122130id_/https://blog.mozilla.com.tw/?p=8356
8357	other	1	1	0	為 Firefox OS 電視打造遊戲 (下)	https://web.archive.org/web/20191019130628id_/https://blog.mozilla.com.tw/?p=8357
8394	other	1	1	0	Mozilla 開放源碼支援專案首波得獎名單	https://web.archive.org/web/20191212140948id_/https://blog.mozilla.com.tw/?p=8394
8415	other	2	2	0	Mozilla 的 1 月份活動	https://web.archive.org/web/20191212140716id_/https://blog.mozilla.com.tw/?p=8415
8446	other	2	2	0	Firefox 44 已加入 Web 推播功能	https://web.archive.org/web/20191113175626id_/https://blog.mozilla.com.tw/?p=8446
8453	other	2	1	1	Mozilla 與 Caribou Digital 一同發佈全球應用程式經濟報告	https://web.archive.org/web/20191113180027id_/https://blog.mozilla.com.tw/?p=8453
8618	other	1	1	0	Mozilla 的 A-Frame 為虛擬實境新網站 #360Syria 提供震撼效果	https://web.archive.org/web/20191113180504id_/https://blog.mozilla.com.tw/?p=8618
8623	other	3	3	0	Mozilla 將 Web 推向遊戲平台新層次	https://web.archive.org/web/20191113171021id_/https://blog.mozilla.com.tw/?p=8623
8676	other	3	3	0	Web 內容的分析與偵測函式	https://web.archive.org/web/20191113172001id_/https://blog.mozilla.com.tw/?p=8676
8696	other	1	0	1	A-Frame 0.2.0：可擴充的 VR Web	https://web.archive.org/web/20191113181819id_/https://blog.mozilla.com.tw/?p=8696
8827	other	1	1	0	參與當然也算是社群的一部分	https://web.archive.org/web/20190825003006id_/https://blog.mozilla.com.tw/?p=8827
8832	other	2	2	0	將獨立製作的 Unity 遊戲匯至 WebVR	https://web.archive.org/web/20191019130312id_/https://blog.mozilla.com.tw/?p=8832
8889	other	2	2	0	Mozilla 透過 Codemoji 加密遊戲傳授加密的基本概念	https://web.archive.org/web/20191113181205id_/https://blog.mozilla.com.tw/?p=8889
8917	other	1	1	0	為了 Web 學寫程式碼吧！	https://web.archive.org/web/20191019130549id_/https://blog.mozilla.com.tw/?p=8917
8925	other	3	1	2	支援加州的公立教育以及 Web 素養活動	https://web.archive.org/web/20190825003006id_/https://blog.mozilla.com.tw/?p=8925
8938	other	1	1	0	讓 Web 為所有人運轉 (中)	https://web.archive.org/web/20190825005925id_/https://blog.mozilla.com.tw/?p=8938
8941	other	1	1	0	讓 Web 為所有人運轉 (下)	https://web.archive.org/web/20191212130850id_/https://blog.mozilla.com.tw/?p=8941
8977	other	5	5	0	Mozilla 釋出新版 Firefox for iOS 再度提升使用者經驗	https://web.archive.org/web/20191019120413id_/https://blog.mozilla.com.tw/?p=8977
9003	other	3	3	0	Firefox 桌面版與行動版今天再添強化功能	https://web.archive.org/web/20200927091956id_/https://blog.mozilla.com.tw/?p=9003
9015	other	3	3	0	Firefox 多程序後的下一步	https://web.archive.org/web/20200927092427id_/https://blog.mozilla.com.tw/?p=9015
9022	other	9	9	0	淺談 Firefox 50 開發者工具	https://web.archive.org/web/20200927093044id_/https://blog.mozilla.com.tw/?p=9022
9035	other	1	1	0	為大家精選 6 部有關加密的電影 (上)	https://web.archive.org/web/20191113174712id_/https://blog.mozilla.com.tw/?p=9035
9043	other	1	1	0	為大家精選 6 部有關加密的電影 (下)	https://web.archive.org/web/20191113171051id_/https://blog.mozilla.com.tw/?p=9043
9050	other	2	2	0	WebVR 1.0 已登上 Firefox Nightly	https://web.archive.org/web/20200927091503id_/https://blog.mozilla.com.tw/?p=9050
9071	other	5	5	0	將加密用於正軌的 5 位超級英雄	https://web.archive.org/web/20191113171015id_/https://blog.mozilla.com.tw/?p=9071
9100	other	1	1	0	歐盟的著作權法危害網路的創新與創意	https://web.archive.org/web/20191113171904id_/https://blog.mozilla.com.tw/?p=9100
9111	other	1	1	0	透過 Mozilla 的「Push」傳送 VAPID 驗證過的 WebPush 通知	https://web.archive.org/web/20191113171043id_/https://blog.mozilla.com.tw/?p=9111
9120	other	1	1	0	透過「Observatory」推動網路安全最佳實作	https://web.archive.org/web/20191113181724id_/https://blog.mozilla.com.tw/?p=9120
9128	other	3	3	0	2016 年「View Source」會議在柏林	https://web.archive.org/web/20191212130706id_/https://blog.mozilla.com.tw/?p=9128
9138	other	1	1	0	Firefox Nightly 現已實驗性的支援 HTC Vive	https://web.archive.org/web/20200927095331id_/https://blog.mozilla.com.tw/?p=9138
9153	other	1	1	0	對保密命令的反擊	https://web.archive.org/web/20191212143725id_/https://blog.mozilla.com.tw/?p=9153
9166	other	1	1	0	網路安全是共業	https://web.archive.org/web/20191212132003id_/https://blog.mozilla.com.tw/?p=9166
9228	other	3	3	0	介紹 debugger.html	https://web.archive.org/web/20200805164126id_/https://blog.mozilla.com.tw/?p=9228
9235	other	1	1	0	Firefox 49 可修復以 WebKit 所設計的網站，還有更多	https://web.archive.org/web/20200927103944id_/https://blog.mozilla.com.tw/?p=9235
9242	other	1	1	0	「測試領航員」專案釋出 3 項實驗功能	https://web.archive.org/web/20200927104454id_/https://blog.mozilla.com.tw/?p=9242
9246	other	13	13	0	你該參與的 MozFest 系列講座	https://web.archive.org/web/20200927094258id_/https://blog.mozilla.com.tw/?p=9246
9271	other	2	2	0	介紹「Open Innovation」工具組	https://web.archive.org/web/20200927090339id_/https://blog.mozilla.com.tw/?p=9271
9276	other	2	2	0	Firefox Account 即將提供裝置管理功能	https://web.archive.org/web/20200927090948id_/https://blog.mozilla.com.tw/?p=9276
9286	other	2	2	0	Maker Party 2016：為更好的網路挺身而出	https://web.archive.org/web/20200927093436id_/https://blog.mozilla.com.tw/?p=9286
9308	other	2	1	1	為另外十億人帶來網際網路的能量	https://web.archive.org/web/20200927103645id_/https://blog.mozilla.com.tw/?p=9308
